,PlayerLine,line_index
1942,"My lord, I'll tell my lady you will come.",1943
1943,"Do so, and bid my sweet prepare to chide.",1944
1944,"Here, sir, a ring she bid me give you, sir:",1945
1945,"Hie you, make haste, for it grows very late.",1946
1946,How well my comfort is revived by this!,1947
1947,"Go hence, good night, and here stands all your state:",1948
1948,"Either be gone before the watch be set,",1949
1949,Or by the break of day disguised from hence:,1950
1950,"Sojourn in Mantua, I'll find out your man,",1951
1951,And he shall signify from time to time,1952
1952,Every good hap to you that chances here:,1953
1953,"Give me thy hand, 'tis late: farewell, good night.",1954
1954,"But that a joy past joy calls out on me,",1955
1955,"It were a grief, so brief to part with thee: Farewell.",1956
1956,"Things have fall'n out, sir, so unluckily,",1957
1957,That we have had no time to move our daughter:,1958
1958,"Look you, she loved her kinsman Tybalt dearly,",1959
1959,"And so did I:--Well, we were born to die.",1960
1960,"'Tis very late, she'll not come down to-night:",1961
1961,"I promise you, but for your company,",1962
1962,I would have been a-bed an hour ago.,1963
1963,These times of woe afford no time to woo.,1964
1964,"Madam, good night: commend me to your daughter.",1965
1965,"I will, and know her mind early to-morrow,",1966
1966,To-night she is mew'd up to her heaviness.,1967
1967,"Sir Paris, I will make a desperate tender",1968
1968,Of my child's love: I think she will be ruled,1969
1969,"In all respects by me, nay, more, I doubt it not.",1970
1970,"Wife, go you to her ere you go to bed,",1971
1971,"Acquaint her here of my son Paris' love,",1972
1972,"And bid her, mark you me, on Wednesday next--",1973
1973,"But, soft! what day is this?",1974
1974,"Monday, my lord,",1975
1975,"Monday! ha, ha! Well, Wednesday is too soon,",1976
1976,"O' Thursday let it be: o' Thursday, tell her,",1977
1977,She shall be married to this noble earl.,1978
1978,Will you be ready? do you like this haste?,1979
1979,"We'll keep no great ado,--a friend or two,",1980
1980,"For, hark you, Tybalt being slain so late,",1981
1981,"It may be thought we held him carelessly,",1982
1982,"Being our kinsman, if we revel much:",1983
1983,"Therefore we'll have some half a dozen friends,",1984
1984,And there an end. But what say you to Thursday?,1985
1985,"My lord, I would that Thursday were to-morrow.",1986
1986,"Well get you gone: o' Thursday be it, then.",1987
1987,"Go you to Juliet ere you go to bed,",1988
1988,"Prepare her, wife, against this wedding-day.",1989
1989,"Farewell, my lord. Light to my chamber, ho!",1990
1990,"Afore me! it is so very very late,",1991
1991,That we may call it early by and by.,1992
1992,Good night.,1993
1993,Wilt thou be gone? it is not yet near day:,1994
1994,"It was the nightingale, and not the lark,",1995
1995,"That pierced the fearful hollow of thine ear,",1996
1996,Nightly she sings on yon pomegranate-tree:,1997
1997,"Believe me, love, it was the nightingale.",1998
1998,"It was the lark, the herald of the morn,",1999
1999,"No nightingale: look, love, what envious streaks",2000
2000,Do lace the severing clouds in yonder east:,2001
2001,"Night's candles are burnt out, and jocund day",2002
2002,Stands tiptoe on the misty mountain tops.,2003
2003,"I must be gone and live, or stay and die.",2004
2004,"Yon light is not day-light, I know it, I:",2005
2005,"It is some meteor that the sun exhales,",2006
2006,"To be to thee this night a torch-bearer,",2007
2007,And light thee on thy way to Mantua:,2008
2008,"Therefore stay yet, thou need'st not to be gone.",2009
2009,"Let me be ta'en, let me be put to death,",2010
2010,"I am content, so thou wilt have it so.",2011
2011,"I'll say yon grey is not the morning's eye,",2012
2012,"'Tis but the pale reflex of Cynthia's brow,",2013
2013,"Nor that is not the lark, whose notes do beat",2014
2014,The vaulty heaven so high above our heads:,2015
2015,I have more care to stay than will to go:,2016
2016,"Come, death, and welcome! Juliet wills it so.",2017
2017,"How is't, my soul? let's talk, it is not day.",2018
2018,"It is, it is: hie hence, be gone, away!",2019
2019,"It is the lark that sings so out of tune,",2020
2020,Straining harsh discords and unpleasing sharps.,2021
2021,"Some say the lark makes sweet division,",2022
2022,"This doth not so, for she divideth us:",2023
2023,"Some say the lark and loathed toad change eyes,",2024
2024,"O, now I would they had changed voices too!",2025
2025,"Since arm from arm that voice doth us affray,",2026
2026,"Hunting thee hence with hunt's-up to the day,",2027
2027,"O, now be gone, more light and light it grows.",2028
2028,"More light and light, more dark and dark our woes!",2029
2029,Madam!,2030
2030,Nurse?,2031
2031,Your lady mother is coming to your chamber:,2032
2032,"The day is broke, be wary, look about.",2033
2033,"Then, window, let day in, and let life out.",2034
2034,"Farewell, farewell! one kiss, and I'll descend.",2035
2035,"Art thou gone so? love, lord, ay, husband, friend!",2036
2036,"I must hear from thee every day in the hour,",2037
2037,For in a minute there are many days:,2038
2038,"O, by this count I shall be much in years",2039
2039,Ere I again behold my Romeo!,2040
2040,Farewell!,2041
2041,I will omit no opportunity,2042
2042,"That may convey my greetings, love, to thee.",2043
2043,O think'st thou we shall ever meet again?,2044
2044,"I doubt it not, and all these woes shall serve",2045
2045,For sweet discourses in our time to come.,2046
2046,"O God, I have an ill-divining soul!",2047
2047,"Methinks I see thee, now thou art below,",2048
2048,As one dead in the bottom of a tomb:,2049
2049,"Either my eyesight fails, or thou look'st pale.",2050
2050,"And trust me, love, in my eye so do you:",2051
2051,"Dry sorrow drinks our blood. Adieu, adieu!",2052
2052,"O fortune, fortune! all men call thee fickle:",2053
2053,"If thou art fickle, what dost thou with him.",2054
2054,"That is renown'd for faith? Be fickle, fortune,",2055
2055,"For then, I hope, thou wilt not keep him long,",2056
2056,But send him back.,2057
2057,"[Within]         Ho, daughter! are you up?",2058
2058,Who is't that calls? is it my lady mother?,2059
2059,"Is she not down so late, or up so early?",2060
2060,What unaccustom'd cause procures her hither?,2061
2061,"Why, how now, Juliet!",2062
2062,"Madam, I am not well.",2063
2063,Evermore weeping for your cousin's death?,2064
2064,"What, wilt thou wash him from his grave with tears?",2065
2065,"An if thou couldst, thou couldst not make him live,",2066
2066,"Therefore, have done: some grief shows much of love,",2067
2067,But much of grief shows still some want of wit.,2068
2068,Yet let me weep for such a feeling loss.,2069
2069,"So shall you feel the loss, but not the friend",2070
2070,Which you weep for.,2071
2071,"Feeling so the loss,",2072
2072,Cannot choose but ever weep the friend.,2073
2073,"Well, girl, thou weep'st not so much for his death,",2074
2074,As that the villain lives which slaughter'd him.,2075
2075,What villain madam?,2076
2076,"That same villain, Romeo.",2077
2077,[Aside]  Villain and he be many miles asunder.--,2078
2078,"God Pardon him! I do, with all my heart,",2079
2079,And yet no man like he doth grieve my heart.,2080
2080,"That is, because the traitor murderer lives.",2081
2081,"Ay, madam, from the reach of these my hands:",2082
2082,Would none but I might venge my cousin's death!,2083
2083,"We will have vengeance for it, fear thou not:",2084
2084,"Then weep no more. I'll send to one in Mantua,",2085
2085,"Where that same banish'd runagate doth live,",2086
2086,"Shall give him such an unaccustom'd dram,",2087
2087,That he shall soon keep Tybalt company:,2088
2088,"And then, I hope, thou wilt be satisfied.",2089
2089,"Indeed, I never shall be satisfied",2090
2090,"With Romeo, till I behold him--dead--",2091
2091,Is my poor heart for a kinsman vex'd.,2092
2092,"Madam, if you could find out but a man",2093
2093,"To bear a poison, I would temper it,",2094
2094,"That Romeo should, upon receipt thereof,",2095
2095,"Soon sleep in quiet. O, how my heart abhors",2096
2096,"To hear him named, and cannot come to him.",2097
2097,To wreak the love I bore my cousin,2098
2098,Upon his body that slaughter'd him!,2099
2099,"Find thou the means, and I'll find such a man.",2100
2100,"But now I'll tell thee joyful tidings, girl.",2101
2101,And joy comes well in such a needy time:,2102
2102,"What are they, I beseech your ladyship?",2103
2103,"Well, well, thou hast a careful father, child,",2104
2104,"One who, to put thee from thy heaviness,",2105
2105,"Hath sorted out a sudden day of joy,",2106
2106,That thou expect'st not nor I look'd not for.,2107
2107,"Madam, in happy time, what day is that?",2108
2108,"Marry, my child, early next Thursday morn,",2109
2109,"The gallant, young and noble gentleman,",2110
2110,"The County Paris, at Saint Peter's Church,",2111
2111,Shall happily make thee there a joyful bride.,2112
2112,"Now, by Saint Peter's Church and Peter too,",2113
2113,He shall not make me there a joyful bride.,2114
2114,"I wonder at this haste, that I must wed",2115
2115,"Ere he, that should be husband, comes to woo.",2116
2116,"I pray you, tell my lord and father, madam,",2117
2117,"I will not marry yet, and, when I do, I swear,",2118
2118,"It shall be Romeo, whom you know I hate,",2119
2119,Rather than Paris. These are news indeed!,2120
2120,"Here comes your father, tell him so yourself,",2121
2121,And see how he will take it at your hands.,2122
2122,"When the sun sets, the air doth drizzle dew,",2123
2123,But for the sunset of my brother's son,2124
2124,It rains downright.,2125
2125,"How now! a conduit, girl? what, still in tears?",2126
2126,Evermore showering? In one little body,2127
2127,"Thou counterfeit'st a bark, a sea, a wind,",2128
2128,"For still thy eyes, which I may call the sea,",2129
2129,"Do ebb and flow with tears, the bark thy body is,",2130
2130,"Sailing in this salt flood, the winds, thy sighs,",2131
2131,"Who, raging with thy tears, and they with them,",2132
2132,"Without a sudden calm, will overset",2133
2133,"Thy tempest-tossed body. How now, wife!",2134
2134,Have you deliver'd to her our decree?,2135
2135,"Ay, sir, but she will none, she gives you thanks.",2136
2136,I would the fool were married to her grave!,2137
2137,"Soft! take me with you, take me with you, wife.",2138
2138,How! will she none? doth she not give us thanks?,2139
2139,"Is she not proud? doth she not count her blest,",2140
2140,"Unworthy as she is, that we have wrought",2141
2141,So worthy a gentleman to be her bridegroom?,2142
2142,"Not proud, you have, but thankful, that you have:",2143
2143,"Proud can I never be of what I hate,",2144
2144,"But thankful even for hate, that is meant love.",2145
2145,"How now, how now, chop-logic! What is this?",2146
2146,"'Proud,' and 'I thank you,' and 'I thank you not,'",2147
2147,"And yet 'not proud,' mistress minion, you,",2148
2148,"Thank me no thankings, nor, proud me no prouds,",2149
2149,"But fettle your fine joints 'gainst Thursday next,",2150
2150,"To go with Paris to Saint Peter's Church,",2151
2151,Or I will drag thee on a hurdle thither.,2152
2152,"Out, you green-sickness carrion! out, you baggage!",2153
2153,You tallow-face!,2154
2154,"Fie, fie! what, are you mad?",2155
2155,"Good father, I beseech you on my knees,",2156
2156,Hear me with patience but to speak a word.,2157
2157,"Hang thee, young baggage! disobedient wretch!",2158
2158,"I tell thee what: get thee to church o' Thursday,",2159
2159,Or never after look me in the face:,2160
2160,"Speak not, reply not, do not answer me,",2161
2161,"My fingers itch. Wife, we scarce thought us blest",2162
2162,"That God had lent us but this only child,",2163
2163,"But now I see this one is one too much,",2164
2164,And that we have a curse in having her:,2165
2165,"Out on her, hilding!",2166
2166,God in heaven bless her!,2167
2167,"You are to blame, my lord, to rate her so.",2168
2168,"And why, my lady wisdom? hold your tongue,",2169
2169,"Good prudence, smatter with your gossips, go.",2170
2170,I speak no treason.,2171
2171,"O, God ye god-den.",2172
2172,May not one speak?,2173
2173,"Peace, you mumbling fool!",2174
2174,"Utter your gravity o'er a gossip's bowl,",2175
2175,For here we need it not.,2176
2176,You are too hot.,2177
2177,God's bread! it makes me mad:,2178
2178,"Day, night, hour, tide, time, work, play,",2179
2179,"Alone, in company, still my care hath been",2180
2180,To have her match'd: and having now provided,2181
2181,"A gentleman of noble parentage,",2182
2182,"Of fair demesnes, youthful, and nobly train'd,",2183
2183,"Stuff'd, as they say, with honourable parts,",2184
2184,"Proportion'd as one's thought would wish a man,",2185
2185,"And then to have a wretched puling fool,",2186
2186,"A whining mammet, in her fortune's tender,",2187
2187,"To answer 'I'll not wed, I cannot love,",2188
2188,"I am too young, I pray you, pardon me.'",2189
2189,"But, as you will not wed, I'll pardon you:",2190
2190,Graze where you will you shall not house with me:,2191
2191,"Look to't, think on't, I do not use to jest.",2192
2192,"Thursday is near, lay hand on heart, advise:",2193
2193,"An you be mine, I'll give you to my friend,",2194
2194,"And you be not, hang, beg, starve, die in",2195
2195,"the streets,",2196
2196,"For, by my soul, I'll ne'er acknowledge thee,",2197
2197,Nor what is mine shall never do thee good:,2198
2198,"Trust to't, bethink you, I'll not be forsworn.",2199
2199,"Is there no pity sitting in the clouds,",2200
2200,That sees into the bottom of my grief?,2201
2201,"O, sweet my mother, cast me not away!",2202
2202,"Delay this marriage for a month, a week,",2203
2203,"Or, if you do not, make the bridal bed",2204
2204,In that dim monument where Tybalt lies.,2205
2205,"Talk not to me, for I'll not speak a word:",2206
2206,"Do as thou wilt, for I have done with thee.",2207
2207,"O God!--O nurse, how shall this be prevented?",2208
2208,"My husband is on earth, my faith in heaven,",2209
2209,"How shall that faith return again to earth,",2210
2210,Unless that husband send it me from heaven,2211
2211,"By leaving earth? comfort me, counsel me.",2212
2212,"Alack, alack, that heaven should practise stratagems",2213
2213,Upon so soft a subject as myself!,2214
2214,What say'st thou? hast thou not a word of joy?,2215
2215,"Some comfort, nurse.",2216
2216,"Faith, here it is.",2217
2217,"Romeo is banish'd, and all the world to nothing,",2218
2218,"That he dares ne'er come back to challenge you,",2219
2219,"Or, if he do, it needs must be by stealth.",2220
2220,"Then, since the case so stands as now it doth,",2221
2221,I think it best you married with the county.,2222
2222,"O, he's a lovely gentleman!",2223
2223,"Romeo's a dishclout to him: an eagle, madam,",2224
2224,"Hath not so green, so quick, so fair an eye",2225
2225,"As Paris hath. Beshrew my very heart,",2226
2226,"I think you are happy in this second match,",2227
2227,"For it excels your first: or if it did not,",2228
2228,"Your first is dead, or 'twere as good he were,",2229
2229,As living here and you no use of him.,2230
2230,Speakest thou from thy heart?,2231
2231,"And from my soul too,",2232
2232,Or else beshrew them both.,2233
2233,Amen!,2234
2234,What?,2235
2235,"Well, thou hast comforted me marvellous much.",2236
2236,"Go in: and tell my lady I am gone,",2237
2237,"Having displeased my father, to Laurence' cell,",2238
2238,To make confession and to be absolved.,2239
2239,"Marry, I will, and this is wisely done.",2240
2240,Ancient damnation! O most wicked fiend!,2241
2241,"Is it more sin to wish me thus forsworn,",2242
2242,Or to dispraise my lord with that same tongue,2243
2243,Which she hath praised him with above compare,2244
2244,"So many thousand times? Go, counsellor,",2245
2245,Thou and my bosom henceforth shall be twain.,2246
2246,"I'll to the friar, to know his remedy:",2247
2247,"If all else fail, myself have power to die.",2248
2248,"On Thursday, sir? the time is very short.",2249
2249,"My father Capulet will have it so,",2250
2250,And I am nothing slow to slack his haste.,2251
2251,You say you do not know the lady's mind:,2252
2252,"Uneven is the course, I like it not.",2253
2253,"Immoderately she weeps for Tybalt's death,",2254
2254,"And therefore have I little talk'd of love,",2255
2255,For Venus smiles not in a house of tears.,2256
2256,"Now, sir, her father counts it dangerous",2257
2257,"That she doth give her sorrow so much sway,",2258
2258,"And in his wisdom hastes our marriage,",2259
2259,"To stop the inundation of her tears,",2260
2260,"Which, too much minded by herself alone,",2261
2261,May be put from her by society:,2262
2262,Now do you know the reason of this haste.,2263
2263,[Aside]  I would I knew not why it should be slow'd.,2264
2264,"Look, sir, here comes the lady towards my cell.",2265
2265,"Happily met, my lady and my wife!",2266
2266,"That may be, sir, when I may be a wife.",2267
2267,"That may be must be, love, on Thursday next.",2268
2268,What must be shall be.,2269
2269,That's a certain text.,2270
2270,Come you to make confession to this father?,2271
2271,"To answer that, I should confess to you.",2272
2272,Do not deny to him that you love me.,2273
2273,I will confess to you that I love him.,2274
2274,"So will ye, I am sure, that you love me.",2275
2275,"If I do so, it will be of more price,",2276
2276,"Being spoke behind your back, than to your face.",2277
2277,"Poor soul, thy face is much abused with tears.",2278
2278,"The tears have got small victory by that,",2279
2279,For it was bad enough before their spite.,2280
2280,"Thou wrong'st it, more than tears, with that report.",2281
2281,"That is no slander, sir, which is a truth,",2282
2282,"And what I spake, I spake it to my face.",2283
2283,"Thy face is mine, and thou hast slander'd it.",2284
2284,"It may be so, for it is not mine own.",2285
2285,"Are you at leisure, holy father, now,",2286
2286,Or shall I come to you at evening mass?,2287
2287,"My leisure serves me, pensive daughter, now.",2288
2288,"My lord, we must entreat the time alone.",2289
2289,God shield I should disturb devotion!,2290
2290,"Juliet, on Thursday early will I rouse ye:",2291
2291,"Till then, adieu, and keep this holy kiss.",2292
2292,"O shut the door! and when thou hast done so,",2293
2293,"Come weep with me, past hope, past cure, past help!",2294
2294,"Ah, Juliet, I already know thy grief,",2295
2295,It strains me past the compass of my wits:,2296
2296,"I hear thou must, and nothing may prorogue it,",2297
2297,On Thursday next be married to this county.,2298
2298,"Tell me not, friar, that thou hear'st of this,",2299
2299,Unless thou tell me how I may prevent it:,2300
2300,"If, in thy wisdom, thou canst give no help,",2301
2301,"Do thou but call my resolution wise,",2302
2302,And with this knife I'll help it presently.,2303
2303,"God join'd my heart and Romeo's, thou our hands,",2304
2304,"And ere this hand, by thee to Romeo seal'd,",2305
2305,"Shall be the label to another deed,",2306
2306,Or my true heart with treacherous revolt,2307
2307,"Turn to another, this shall slay them both:",2308
2308,"Therefore, out of thy long-experienced time,",2309
2309,"Give me some present counsel, or, behold,",2310
2310,'Twixt my extremes and me this bloody knife,2311
2311,"Shall play the umpire, arbitrating that",2312
2312,Which the commission of thy years and art,2313
2313,Could to no issue of true honour bring.,2314
2314,"Be not so long to speak, I long to die,",2315
2315,If what thou speak'st speak not of remedy.,2316
2316,"Hold, daughter: I do spy a kind of hope,",2317
2317,Which craves as desperate an execution.,2318
2318,As that is desperate which we would prevent.,2319
2319,"If, rather than to marry County Paris,",2320
2320,"Thou hast the strength of will to slay thyself,",2321
2321,Then is it likely thou wilt undertake,2322
2322,"A thing like death to chide away this shame,",2323
2323,That copest with death himself to scape from it:,2324
2324,"And, if thou darest, I'll give thee remedy.",2325
2325,"O, bid me leap, rather than marry Paris,",2326
2326,"From off the battlements of yonder tower,",2327
2327,"Or walk in thievish ways, or bid me lurk",2328
2328,"Where serpents are, chain me with roaring bears,",2329
2329,"Or shut me nightly in a charnel-house,",2330
2330,"O'er-cover'd quite with dead men's rattling bones,",2331
2331,"With reeky shanks and yellow chapless skulls,",2332
2332,Or bid me go into a new-made grave,2333
2333,"And hide me with a dead man in his shroud,",2334
2334,"Things that, to hear them told, have made me tremble,",2335
2335,"And I will do it without fear or doubt,",2336
2336,To live an unstain'd wife to my sweet love.,2337
2337,"Hold, then, go home, be merry, give consent",2338
2338,To marry Paris: Wednesday is to-morrow:,2339
2339,"To-morrow night look that thou lie alone,",2340
2340,Let not thy nurse lie with thee in thy chamber:,2341
2341,"Take thou this vial, being then in bed,",2342
2342,"And this distilled liquor drink thou off,",2343
2343,When presently through all thy veins shall run,2344
2344,"A cold and drowsy humour, for no pulse",2345
2345,"Shall keep his native progress, but surcease:",2346
2346,"No warmth, no breath, shall testify thou livest,",2347
2347,The roses in thy lips and cheeks shall fade,2348
2348,"To paly ashes, thy eyes' windows fall,",2349
2349,"Like death, when he shuts up the day of life,",2350
2350,"Each part, deprived of supple government,",2351
2351,"Shall, stiff and stark and cold, appear like death:",2352
2352,And in this borrow'd likeness of shrunk death,2353
2353,"Thou shalt continue two and forty hours,",2354
2354,And then awake as from a pleasant sleep.,2355
2355,"Now, when the bridegroom in the morning comes",2356
2356,"To rouse thee from thy bed, there art thou dead:",2357
2357,"Then, as the manner of our country is,",2358
2358,In thy best robes uncover'd on the bier,2359
2359,Thou shalt be borne to that same ancient vault,2360
2360,Where all the kindred of the Capulets lie.,2361
2361,"In the mean time, against thou shalt awake,",2362
2362,"Shall Romeo by my letters know our drift,",2363
2363,And hither shall he come: and he and I,2364
2364,"Will watch thy waking, and that very night",2365
2365,Shall Romeo bear thee hence to Mantua.,2366
2366,"And this shall free thee from this present shame,",2367
2367,"If no inconstant toy, nor womanish fear,",2368
2368,Abate thy valour in the acting it.,2369
2369,"Give me, give me! O, tell not me of fear!",2370
2370,"Hold, get you gone, be strong and prosperous",2371
2371,In this resolve: I'll send a friar with speed,2372
2372,"To Mantua, with my letters to thy lord.",2373
2373,Love give me strength! and strength shall help afford.,2374
2374,"Farewell, dear father!",2375
2375,So many guests invite as here are writ.,2376
2376,"Sirrah, go hire me twenty cunning cooks.",2377
2377,"You shall have none ill, sir, for I'll try if they",2378
2378,can lick their fingers.,2379
2379,How canst thou try them so?,2380
2380,"Marry, sir, 'tis an ill cook that cannot lick his",2381
2381,own fingers: therefore he that cannot lick his,2382
2382,fingers goes not with me.,2383
2383,"Go, be gone.",2384
2384,We shall be much unfurnished for this time.,2385
2385,"What, is my daughter gone to Friar Laurence?",2386
2386,"Ay, forsooth.",2387
2387,"Well, he may chance to do some good on her:",2388
2388,A peevish self-will'd harlotry it is.,2389
2389,See where she comes from shrift with merry look.,2390
2390,"How now, my headstrong! where have you been gadding?",2391
2391,Where I have learn'd me to repent the sin,2392
2392,Of disobedient opposition,2393
2393,"To you and your behests, and am enjoin'd",2394
2394,"By holy Laurence to fall prostrate here,",2395
2395,"And beg your pardon: pardon, I beseech you!",2396
2396,Henceforward I am ever ruled by you.,2397
2397,"Send for the county, go tell him of this:",2398
2398,I'll have this knot knit up to-morrow morning.,2399
2399,"I met the youthful lord at Laurence' cell,",2400
2400,"And gave him what becomed love I might,",2401
2401,Not step o'er the bounds of modesty.,2402
2402,"Why, I am glad on't, this is well: stand up:",2403
2403,"This is as't should be. Let me see the county,",2404
2404,"Ay, marry, go, I say, and fetch him hither.",2405
2405,"Now, afore God! this reverend holy friar,",2406
2406,Our whole city is much bound to him.,2407
2407,"Nurse, will you go with me into my closet,",2408
2408,To help me sort such needful ornaments,2409
2409,As you think fit to furnish me to-morrow?,2410
2410,"No, not till Thursday, there is time enough.",2411
2411,"Go, nurse, go with her: we'll to church to-morrow.",2412
2412,We shall be short in our provision:,2413
2413,'Tis now near night.,2414
2414,"Tush, I will stir about,",2415
2415,"And all things shall be well, I warrant thee, wife:",2416
2416,"Go thou to Juliet, help to deck up her,",2417
2417,"I'll not to bed to-night, let me alone,",2418
2418,"I'll play the housewife for this once. What, ho!",2419
2419,"They are all forth. Well, I will walk myself",2420
2420,"To County Paris, to prepare him up",2421
2421,"Against to-morrow: my heart is wondrous light,",2422
2422,Since this same wayward girl is so reclaim'd.,2423
2423,"Ay, those attires are best: but, gentle nurse,",2424
2424,"I pray thee, leave me to my self to-night,",2425
2425,For I have need of many orisons,2426
2426,"To move the heavens to smile upon my state,",2427
2427,"Which, well thou know'st, is cross, and full of sin.",2428
2428,"What, are you busy, ho? need you my help?",2429
2429,"No, madam, we have cull'd such necessaries",2430
2430,As are behoveful for our state to-morrow:,2431
2431,"So please you, let me now be left alone,",2432
2432,"And let the nurse this night sit up with you,",2433
2433,"For, I am sure, you have your hands full all,",2434
2434,In this so sudden business.,2435
2435,Good night:,2436
2436,"Get thee to bed, and rest, for thou hast need.",2437
2437,Farewell! God knows when we shall meet again.,2438
2438,"I have a faint cold fear thrills through my veins,",2439
2439,That almost freezes up the heat of life:,2440
2440,I'll call them back again to comfort me:,2441
2441,Nurse! What should she do here?,2442
2442,My dismal scene I needs must act alone.,2443
2443,"Come, vial.",2444
2444,What if this mixture do not work at all?,2445
2445,Shall I be married then to-morrow morning?,2446
2446,"No, no: this shall forbid it: lie thou there.",2447
2447,"What if it be a poison, which the friar",2448
2448,"Subtly hath minister'd to have me dead,",2449
2449,"Lest in this marriage he should be dishonour'd,",2450
2450,Because he married me before to Romeo?,2451
2451,"I fear it is: and yet, methinks, it should not,",2452
2452,For he hath still been tried a holy man.,2453
2453,"How if, when I am laid into the tomb,",2454
2454,I wake before the time that Romeo,2455
2455,Come to redeem me? there's a fearful point!,2456
2456,"Shall I not, then, be stifled in the vault,",2457
2457,"To whose foul mouth no healthsome air breathes in,",2458
2458,And there die strangled ere my Romeo comes?,2459
2459,"Or, if I live, is it not very like,",2460
2460,"The horrible conceit of death and night,",2461
2461,"Together with the terror of the place,--",2462
2462,"As in a vault, an ancient receptacle,",2463
2463,"Where, for these many hundred years, the bones",2464
2464,Of all my buried ancestors are packed:,2465
2465,"Where bloody Tybalt, yet but green in earth,",2466
2466,"Lies festering in his shroud, where, as they say,",2467
2467,"At some hours in the night spirits resort,--",2468
2468,"Alack, alack, is it not like that I,",2469
2469,"So early waking, what with loathsome smells,",2470
2470,"And shrieks like mandrakes' torn out of the earth,",2471
2471,"That living mortals, hearing them, run mad:--",2472
2472,"O, if I wake, shall I not be distraught,",2473
2473,Environed with all these hideous fears?,2474
2474,And madly play with my forefather's joints?,2475
2475,And pluck the mangled Tybalt from his shroud?,2476
2476,"And, in this rage, with some great kinsman's bone,",2477
2477,"As with a club, dash out my desperate brains?",2478
2478,"O, look! methinks I see my cousin's ghost",2479
2479,"Seeking out Romeo, that did spit his body",2480
2480,"Upon a rapier's point: stay, Tybalt, stay!",2481
2481,"Romeo, I come! this do I drink to thee.",2482
2482,"Hold, take these keys, and fetch more spices, nurse.",2483
2483,They call for dates and quinces in the pastry.,2484
2484,"Come, stir, stir, stir! the second cock hath crow'd,",2485
2485,"The curfew-bell hath rung, 'tis three o'clock:",2486
2486,"Look to the baked meats, good Angelica:",2487
2487,Spare not for the cost.,2488
2488,"Go, you cot-quean, go,",2489
2489,"Get you to bed, faith, You'll be sick to-morrow",2490
2490,For this night's watching.,2491
2491,"No, not a whit: what! I have watch'd ere now",2492
2492,"All night for lesser cause, and ne'er been sick.",2493
2493,"Ay, you have been a mouse-hunt in your time,",2494
2494,But I will watch you from such watching now.,2495
2495,"A jealous hood, a jealous hood!",2496
2496,"Now, fellow,",2497
2497,What's there?,2498
2498,"Things for the cook, sir, but I know not what.",2499
2499,"Make haste, make haste.",2500
2500,"Sirrah, fetch drier logs:",2501
2501,"Call Peter, he will show thee where they are.",2502
2502,"I have a head, sir, that will find out logs,",2503
2503,And never trouble Peter for the matter.,2504
2504,"Mass, and well said, a merry whoreson, ha!",2505
2505,"Thou shalt be logger-head. Good faith, 'tis day:",2506
2506,"The county will be here with music straight,",2507
2507,For so he said he would: I hear him near.,2508
2508,"Nurse! Wife! What, ho! What, nurse, I say!",2509
2509,"Go waken Juliet, go and trim her up,",2510
2510,"I'll go and chat with Paris: hie, make haste,",2511
2511,"Make haste, the bridegroom he is come already:",2512
2512,"Make haste, I say.",2513
2513,"Mistress! what, mistress! Juliet! fast, I warrant her, she:",2514
2514,"Why, lamb! why, lady! fie, you slug-a-bed!",2515
2515,"Why, love, I say! madam! sweet-heart! why, bride!",2516
2516,"What, not a word? you take your pennyworths now,",2517
2517,"Sleep for a week, for the next night, I warrant,",2518
2518,"The County Paris hath set up his rest,",2519
2519,"That you shall rest but little. God forgive me,",2520
2520,"Marry, and amen, how sound is she asleep!",2521
2521,"I must needs wake her. Madam, madam, madam!",2522
2522,"Ay, let the county take you in your bed,",2523
2523,"He'll fright you up, i' faith. Will it not be?",2524
2524,"What, dress'd! and in your clothes! and down again!",2525
2525,"I must needs wake you, Lady! lady! lady!",2526
2526,"Alas, alas! Help, help! my lady's dead!",2527
2527,"O, well-a-day, that ever I was born!",2528
2528,"Some aqua vitae, ho! My lord! my lady!",2529
2529,What noise is here?,2530
2530,O lamentable day!,2531
2531,What is the matter?,2532
2532,"Look, look! O heavy day!",2533
2533,"O me, O me! My child, my only life,",2534
2534,"Revive, look up, or I will die with thee!",2535
2535,"Help, help! Call help.",2536
2536,"For shame, bring Juliet forth, her lord is come.",2537
2537,"She's dead, deceased, she's dead, alack the day!",2538
2538,"Alack the day, she's dead, she's dead, she's dead!",2539
2539,"Ha! let me see her: out, alas! she's cold:",2540
2540,"Her blood is settled, and her joints are stiff,",2541
2541,Life and these lips have long been separated:,2542
2542,Death lies on her like an untimely frost,2543
2543,Upon the sweetest flower of all the field.,2544
2544,O lamentable day!,2545
2545,O woful time!,2546
2546,"Death, that hath ta'en her hence to make me wail,",2547
2547,"Ties up my tongue, and will not let me speak.",2548
2548,"Come, is the bride ready to go to church?",2549
2549,"Ready to go, but never to return.",2550
2550,O son! the night before thy wedding-day,2551
2551,"Hath Death lain with thy wife. There she lies,",2552
2552,"Flower as she was, deflowered by him.",2553
2553,"Death is my son-in-law, Death is my heir,",2554
2554,"My daughter he hath wedded: I will die,",2555
2555,"And leave him all, life, living, all is Death's.",2556
2556,"Have I thought long to see this morning's face,",2557
2557,And doth it give me such a sight as this?,2558
